DATE TIME (UTC),MMSI,LATITUDE,LONGITUDE,COURSE,TIMESTAMP,PORT OF ORIGIN,PORT OF DESTINATION,VESSEL TYPE
2023-06-01 04:00:00,419000001,20.643803,75.850128,171,2023-06-01 04:00:00,Mumbai,Singapore,Cargo
2023-06-01 08:00:00,419000001,18.543217,70.710479,303,2023-06-01 08:00:00,Mumbai,Colombo,Cargo
2023-06-01 12:00:00,419000001,12.955026,73.53567,300,2023-06-01 12:00:00,Mumbai,Singapore,Cargo
2023-06-01 16:00:00,419000001,20.448776,75.581327,250,2023-06-01 16:00:00,Mumbai,Colombo,Cargo
2023-06-01 20:00:00,419000001,21.76472,76.845449,175,2023-06-01 20:00:00,Mumbai,Hong Kong,Cargo
2023-06-02 00:00:00,419000001,13.925352,77.983315,40,2023-06-02 00:00:00,Mumbai,Dubai,Cargo
2023-06-02 04:00:00,419000001,16.162322,72.208239,143,2023-06-02 04:00:00,Mumbai,Dubai,Cargo
2023-06-02 08:00:00,419000001,16.559441,77.75013,194,2023-06-02 08:00:00,Mumbai,Colombo,Cargo
2023-06-02 12:00:00,419000001,14.095239,71.419896,71,2023-06-02 12:00:00,Mumbai,Hong Kong,Cargo
2023-06-02 16:00:00,419000001,21.968327,73.7562,146,2023-06-02 16:00:00,Mumbai,Colombo,Cargo
2023-06-02 20:00:00,419000001,21.329375,72.821796,195,2023-06-02 20:00:00,Mumbai,Singapore,Cargo
2023-06-03 00:00:00,419000001,17.381641,78.786816,141,2023-06-03 00:00:00,Mumbai,Hong Kong,Cargo
2023-06-03 04:00:00,419000001,20.052191,76.545129,350,2023-06-03 04:00:00,Mumbai,Dubai,Cargo
2023-06-03 08:00:00,419000001,19.610219,78.869955,140,2023-06-03 08:00:00,Mumbai,Colombo,Cargo
2023-06-03 12:00:00,419000001,15.260424,73.744273,43,2023-06-03 12:00:00,Mumbai,Singapore,Cargo
2023-06-03 16:00:00,419000001,18.129518,73.513201,43,2023-06-03 16:00:00,Mumbai,Colombo,Cargo
2023-06-03 20:00:00,419000001,15.740085,77.657346,231,2023-06-03 20:00:00,Mumbai,Hong Kong,Cargo
2023-06-04 00:00:00,419000001,13.412054,70.684043,358,2023-06-04 00:00:00,Mumbai,Colombo,Cargo
2023-06-04 04:00:00,419000001,16.174824,74.605369,266,2023-06-04 04:00:00,Mumbai,Singapore,Cargo
2023-06-04 08:00:00,419000001,15.309646,78.189952,285,2023-06-04 08:00:00,Mumbai,Hong Kong,Cargo
2023-06-04 12:00:00,419000001,17.547324,71.814792,134,2023-06-04 12:00:00,Mumbai,Hong Kong,Cargo
2023-06-04 16:00:00,419000001,18.031219,77.86401,302,2023-06-04 16:00:00,Mumbai,Colombo,Cargo
2023-06-04 20:00:00,419000001,19.133248,73.4228,256,2023-06-04 20:00:00,Mumbai,Dubai,Cargo
2023-06-05 00:00:00,419000001,20.359329,71.891256,122,2023-06-05 00:00:00,Mumbai,Dubai,Cargo
2023-06-05 04:00:00,419000001,15.828156,73.202025,317,2023-06-05 04:00:00,Mumbai,Colombo,Cargo
2023-06-05 08:00:00,419000001,14.892533,71.993614,321,2023-06-05 08:00:00,Mumbai,Singapore,Cargo
2023-06-05 12:00:00,419000001,12.959698,76.58919,182,2023-06-05 12:00:00,Mumbai,Colombo,Cargo
2023-06-05 16:00:00,419000001,18.237373,71.075881,114,2023-06-05 16:00:00,Mumbai,Singapore,Cargo
2023-06-05 20:00:00,419000001,16.791198,73.739327,346,2023-06-05 20:00:00,Mumbai,Dubai,Cargo
2023-06-06 00:00:00,419000001,14.895479,75.830721,251,2023-06-06 00:00:00,Mumbai,Dubai,Cargo
2023-06-06 04:00:00,419000001,19.206609,78.521743,98,2023-06-06 04:00:00,Mumbai,Singapore,Cargo
2023-06-06 08:00:00,419000001,21.414754,71.967142,76,2023-06-06 08:00:00,Mumbai,Dubai,Cargo
2023-06-06 12:00:00,419000001,18.475707,78.850247,323,2023-06-06 12:00:00,Mumbai,Hong Kong,Cargo
2023-06-06 16:00:00,419000001,20.152025,77.760216,201,2023-06-06 16:00:00,Mumbai,Singapore,Cargo
2023-06-06 20:00:00,419000001,15.195026,77.128412,287,2023-06-06 20:00:00,Mumbai,Colombo,Cargo
2023-06-07 00:00:00,419000001,13.833138,73.459142,317,2023-06-07 00:00:00,Mumbai,Singapore,Cargo
2023-06-07 04:00:00,419000001,18.980894,78.682444,123,2023-06-07 04:00:00,Mumbai,Singapore,Cargo
2023-06-07 08:00:00,419000001,21.299197,77.457974,32,2023-06-07 08:00:00,Mumbai,Hong Kong,Cargo
2023-06-07 12:00:00,419000001,20.813993,74.525658,179,2023-06-07 12:00:00,Mumbai,Colombo,Cargo
2023-06-07 16:00:00,419000001,19.853855,74.129859,58,2023-06-07 16:00:00,Mumbai,Singapore,Cargo
2023-06-07 20:00:00,419000001,16.21425,76.231012,353,2023-06-07 20:00:00,Mumbai,Dubai,Cargo
2023-06-08 00:00:00,419000001,16.51357,75.84177,220,2023-06-08 00:00:00,Mumbai,Dubai,Cargo
2023-06-08 04:00:00,419000001,12.818775,78.991159,267,2023-06-08 04:00:00,Mumbai,Singapore,Cargo
2023-06-08 08:00:00,419000001,18.735542,76.429592,116,2023-06-08 08:00:00,Mumbai,Dubai,Cargo
2023-06-08 12:00:00,419000001,17.001368,77.969393,236,2023-06-08 12:00:00,Mumbai,Hong Kong,Cargo
2023-06-08 16:00:00,419000001,20.275488,74.261295,218,2023-06-08 16:00:00,Mumbai,Dubai,Cargo
2023-06-08 20:00:00,419000001,14.409347,79.490765,35,2023-06-08 20:00:00,Mumbai,Singapore,Cargo
2023-06-09 00:00:00,419000001,17.606513,71.097614,235,2023-06-09 00:00:00,Mumbai,Singapore,Cargo
2023-06-09 04:00:00,419000001,14.99709,79.941152,190,2023-06-09 04:00:00,Mumbai,Hong Kong,Cargo
2023-06-09 08:00:00,419000001,19.548846,70.695767,13,2023-06-09 08:00:00,Mumbai,Colombo,Cargo
2023-06-09 12:00:00,419000001,16.261265,74.71101,129,2023-06-09 12:00:00,Mumbai,Dubai,Cargo
2023-06-09 16:00:00,419000001,16.474768,71.499742,248,2023-06-09 16:00:00,Mumbai,Hong Kong,Cargo
2023-06-09 20:00:00,419000001,13.404872,76.573537,16,2023-06-09 20:00:00,Mumbai,Dubai,Cargo
2023-06-10 00:00:00,419000001,18.686226,77.018058,80,2023-06-10 00:00:00,Mumbai,Singapore,Cargo
2023-06-10 04:00:00,419000001,18.147656,75.809133,250,2023-06-10 04:00:00,Mumbai,Dubai,Cargo
2023-06-10 08:00:00,419000001,19.563657,72.473613,299,2023-06-10 08:00:00,Mumbai,Dubai,Cargo
2023-06-10 12:00:00,419000001,12.465023,78.923241,85,2023-06-10 12:00:00,Mumbai,Colombo,Cargo
2023-06-10 16:00:00,419000001,14.345429,74.17746,64,2023-06-10 16:00:00,Mumbai,Dubai,Cargo
2023-06-10 20:00:00,419000001,12.243417,72.718712,89,2023-06-10 20:00:00,Mumbai,Colombo,Cargo
2023-06-11 00:00:00,419000001,12.476447,71.899747,47,2023-06-11 00:00:00,Mumbai,Dubai,Cargo
2023-06-11 04:00:00,419000001,18.702258,79.759348,107,2023-06-11 04:00:00,Mumbai,Singapore,Cargo
2023-06-11 08:00:00,419000001,20.846974,72.568847,85,2023-06-11 08:00:00,Mumbai,Hong Kong,Cargo
2023-06-11 12:00:00,419000001,16.814989,70.274859,317,2023-06-11 12:00:00,Mumbai,Colombo,Cargo
2023-06-11 16:00:00,419000001,18.869017,79.337414,97,2023-06-11 16:00:00,Mumbai,Singapore,Cargo
2023-06-11 20:00:00,419000001,14.574592,70.699042,122,2023-06-11 20:00:00,Mumbai,Hong Kong,Cargo
2023-06-12 00:00:00,419000001,16.357704,72.605753,169,2023-06-12 00:00:00,Mumbai,Dubai,Cargo
2023-06-12 04:00:00,419000001,19.370833,74.983611,223,2023-06-12 04:00:00,Mumbai,Hong Kong,Cargo
2023-06-12 08:00:00,419000001,17.986447,76.195449,291,2023-06-12 08:00:00,Mumbai,Hong Kong,Cargo
2023-06-12 12:00:00,419000001,16.216753,75.545468,266,2023-06-12 12:00:00,Mumbai,Hong Kong,Cargo
2023-06-12 16:00:00,419000001,15.655148,79.82529,157,2023-06-12 16:00:00,Mumbai,Dubai,Cargo
2023-06-12 20:00:00,419000001,21.500649,71.500441,214,2023-06-12 20:00:00,Mumbai,Singapore,Cargo
2023-06-13 00:00:00,419000001,12.644452,77.32027,337,2023-06-13 00:00:00,Mumbai,Dubai,Cargo
2023-06-13 04:00:00,419000001,16.894759,76.487005,82,2023-06-13 04:00:00,Mumbai,Colombo,Cargo
2023-06-13 08:00:00,419000001,13.200075,77.315351,322,2023-06-13 08:00:00,Mumbai,Hong Kong,Cargo
2023-06-13 12:00:00,419000001,21.964307,74.482441,142,2023-06-13 12:00:00,Mumbai,Singapore,Cargo
2023-06-13 16:00:00,419000001,18.460922,71.784267,145,2023-06-13 16:00:00,Mumbai,Colombo,Cargo
2023-06-13 20:00:00,419000001,12.047722,78.07448,335,2023-06-13 20:00:00,Mumbai,Hong Kong,Cargo
2023-06-14 00:00:00,419000001,13.286198,70.236799,12,2023-06-14 00:00:00,Mumbai,Hong Kong,Cargo
2023-06-14 04:00:00,419000001,15.766101,77.15907,289,2023-06-14 04:00:00,Mumbai,Dubai,Cargo
2023-06-14 08:00:00,419000001,20.178489,70.88433,315,2023-06-14 08:00:00,Mumbai,Hong Kong,Cargo
2023-06-14 12:00:00,419000001,21.006217,75.270414,185,2023-06-14 12:00:00,Mumbai,Singapore,Cargo
2023-06-14 16:00:00,419000001,18.673803,78.115255,150,2023-06-14 16:00:00,Mumbai,Colombo,Cargo
2023-06-14 20:00:00,419000001,14.600344,73.82177,85,2023-06-14 20:00:00,Mumbai,Singapore,Cargo
2023-06-15 00:00:00,419000001,17.781743,76.628607,344,2023-06-15 00:00:00,Mumbai,Colombo,Cargo
2023-06-15 04:00:00,419000001,19.271086,76.324475,56,2023-06-15 04:00:00,Mumbai,Hong Kong,Cargo
2023-06-15 08:00:00,419000001,12.234526,77.993419,9,2023-06-15 08:00:00,Mumbai,Singapore,Cargo
2023-06-15 12:00:00,419000001,20.759752,72.276172,250,2023-06-15 12:00:00,Mumbai,Colombo,Cargo
2023-06-15 16:00:00,419000001,15.994249,70.938608,350,2023-06-15 16:00:00,Mumbai,Dubai,Cargo
2023-06-15 20:00:00,419000001,13.246461,74.456272,153,2023-06-15 20:00:00,Mumbai,Singapore,Cargo
2023-06-16 00:00:00,419000001,12.756302,77.790328,238,2023-06-16 00:00:00,Mumbai,Colombo,Cargo
2023-06-16 04:00:00,419000001,16.205172,77.220033,77,2023-06-16 04:00:00,Mumbai,Singapore,Cargo
2023-06-16 08:00:00,419000001,14.659609,77.983834,132,2023-06-16 08:00:00,Mumbai,Dubai,Cargo
2023-06-16 12:00:00,419000001,21.351479,77.198416,228,2023-06-16 12:00:00,Mumbai,Hong Kong,Cargo
2023-06-16 16:00:00,419000001,19.725759,78.99882,289,2023-06-16 16:00:00,Mumbai,Singapore,Cargo
2023-06-16 20:00:00,419000001,12.652734,79.541202,343,2023-06-16 20:00:00,Mumbai,Singapore,Cargo
2023-06-17 00:00:00,419000001,19.433967,72.164497,127,2023-06-17 00:00:00,Mumbai,Dubai,Cargo
2023-06-17 04:00:00,419000001,21.176681,76.740276,285,2023-06-17 04:00:00,Mumbai,Dubai,Cargo
2023-06-17 08:00:00,419000001,12.143136,71.665764,261,2023-06-17 08:00:00,Mumbai,Hong Kong,Cargo
2023-06-17 12:00:00,419000001,18.62122,72.780245,350,2023-06-17 12:00:00,Mumbai,Colombo,Cargo
2023-06-17 16:00:00,419000001,12.049303,75.094069,102,2023-06-17 16:00:00,Mumbai,Hong Kong,Cargo
2023-06-17 20:00:00,419000001,17.567665,76.40247,205,2023-06-17 20:00:00,Mumbai,Hong Kong,Cargo
2023-06-18 00:00:00,419000001,18.251292,71.392131,333,2023-06-18 00:00:00,Mumbai,Hong Kong,Cargo
2023-06-18 04:00:00,419000001,21.922566,72.83472,347,2023-06-18 04:00:00,Mumbai,Singapore,Cargo
2023-06-18 08:00:00,419000001,14.463945,78.50445,96,2023-06-18 08:00:00,Mumbai,Singapore,Cargo
2023-06-18 12:00:00,419000001,13.285293,74.621928,194,2023-06-18 12:00:00,Mumbai,Dubai,Cargo
2023-06-18 16:00:00,419000001,20.830273,70.642879,16,2023-06-18 16:00:00,Mumbai,Dubai,Cargo
2023-06-18 20:00:00,419000001,16.082618,71.349541,326,2023-06-18 20:00:00,Mumbai,Dubai,Cargo
2023-06-19 00:00:00,419000001,14.471285,77.362221,214,2023-06-19 00:00:00,Mumbai,Dubai,Cargo
2023-06-19 04:00:00,419000001,17.68869,70.712867,93,2023-06-19 04:00:00,Mumbai,Singapore,Cargo
2023-06-19 08:00:00,419000001,19.148242,79.687129,332,2023-06-19 08:00:00,Mumbai,Colombo,Cargo
2023-06-19 12:00:00,419000001,20.836811,75.141328,267,2023-06-19 12:00:00,Mumbai,Hong Kong,Cargo
2023-06-19 16:00:00,419000001,20.669052,79.405428,272,2023-06-19 16:00:00,Mumbai,Dubai,Cargo
2023-06-19 20:00:00,419000001,19.329751,77.09709,320,2023-06-19 20:00:00,Mumbai,Hong Kong,Cargo
2023-06-20 00:00:00,419000001,12.165503,72.058854,309,2023-06-20 00:00:00,Mumbai,Dubai,Cargo
2023-06-20 04:00:00,419000001,19.494707,74.567346,335,2023-06-20 04:00:00,Mumbai,Hong Kong,Cargo
2023-06-20 08:00:00,419000001,16.29585,72.605666,256,2023-06-20 08:00:00,Mumbai,Colombo,Cargo
2023-06-20 12:00:00,419000001,16.015913,70.756087,27,2023-06-20 12:00:00,Mumbai,Colombo,Cargo
2023-06-20 16:00:00,419000001,15.149797,77.647088,140,2023-06-20 16:00:00,Mumbai,Singapore,Cargo
2023-06-20 20:00:00,419000001,20.149148,71.027262,165,2023-06-20 20:00:00,Mumbai,Dubai,Cargo
2023-06-21 00:00:00,419000001,14.097311,75.786127,279,2023-06-21 00:00:00,Mumbai,Hong Kong,Cargo
2023-06-21 04:00:00,419000001,12.093664,74.871668,118,2023-06-21 04:00:00,Mumbai,Colombo,Cargo
2023-06-21 08:00:00,419000001,18.644724,75.401247,297,2023-06-21 08:00:00,Mumbai,Colombo,Cargo
2023-06-21 12:00:00,419000001,13.630893,72.610184,160,2023-06-21 12:00:00,Mumbai,Hong Kong,Cargo
2023-06-21 16:00:00,419000001,18.684093,78.190611,203,2023-06-21 16:00:00,Mumbai,Singapore,Cargo
2023-06-21 20:00:00,419000001,19.429714,79.985473,183,2023-06-21 20:00:00,Mumbai,Dubai,Cargo
2023-06-22 00:00:00,419000001,19.856818,73.291969,272,2023-06-22 00:00:00,Mumbai,Singapore,Cargo
2023-06-22 04:00:00,419000001,13.294085,71.249358,226,2023-06-22 04:00:00,Mumbai,Colombo,Cargo
2023-06-22 08:00:00,419000001,14.194615,78.030177,356,2023-06-22 08:00:00,Mumbai,Singapore,Cargo
2023-06-22 12:00:00,419000001,14.292668,73.309588,315,2023-06-22 12:00:00,Mumbai,Colombo,Cargo
2023-06-22 16:00:00,419000001,17.41874,75.002961,15,2023-06-22 16:00:00,Mumbai,Hong Kong,Cargo
2023-06-22 20:00:00,419000001,13.680606,73.732423,59,2023-06-22 20:00:00,Mumbai,Hong Kong,Cargo
2023-06-23 00:00:00,419000001,19.722579,71.052891,120,2023-06-23 00:00:00,Mumbai,Colombo,Cargo
2023-06-23 04:00:00,419000001,18.744601,78.793308,185,2023-06-23 04:00:00,Mumbai,Colombo,Cargo
2023-06-23 08:00:00,419000001,14.589849,72.257745,51,2023-06-23 08:00:00,Mumbai,Hong Kong,Cargo
2023-06-23 12:00:00,419000001,18.053058,71.545201,294,2023-06-23 12:00:00,Mumbai,Singapore,Cargo
2023-06-23 16:00:00,419000001,16.832874,73.078733,126,2023-06-23 16:00:00,Mumbai,Dubai,Cargo
2023-06-23 20:00:00,419000001,20.790163,75.77134,158,2023-06-23 20:00:00,Mumbai,Colombo,Cargo
2023-06-24 00:00:00,419000001,16.758428,75.124683,133,2023-06-24 00:00:00,Mumbai,Colombo,Cargo
2023-06-24 04:00:00,419000001,14.6524,79.838859,226,2023-06-24 04:00:00,Mumbai,Singapore,Cargo
2023-06-24 08:00:00,419000001,18.934876,78.151113,172,2023-06-24 08:00:00,Mumbai,Dubai,Cargo
2023-06-24 12:00:00,419000001,13.474919,75.005515,239,2023-06-24 12:00:00,Mumbai,Dubai,Cargo
2023-06-24 16:00:00,419000001,14.869918,74.240577,283,2023-06-24 16:00:00,Mumbai,Dubai,Cargo
2023-06-24 20:00:00,419000001,13.506072,71.264238,252,2023-06-24 20:00:00,Mumbai,Colombo,Cargo
2023-06-25 00:00:00,419000001,21.542722,77.711519,253,2023-06-25 00:00:00,Mumbai,Dubai,Cargo
2023-06-25 04:00:00,419000001,17.434396,70.116981,99,2023-06-25 04:00:00,Mumbai,Colombo,Cargo
2023-06-25 08:00:00,419000001,21.988249,79.996583,82,2023-06-25 08:00:00,Mumbai,Colombo,Cargo
2023-06-25 12:00:00,419000001,17.911461,72.357655,99,2023-06-25 12:00:00,Mumbai,Colombo,Cargo
2023-06-25 16:00:00,419000001,15.045169,74.997465,346,2023-06-25 16:00:00,Mumbai,Singapore,Cargo
2023-06-25 20:00:00,419000001,19.29739,76.464488,10,2023-06-25 20:00:00,Mumbai,Dubai,Cargo
2023-06-26 00:00:00,419000001,12.979892,71.178265,20,2023-06-26 00:00:00,Mumbai,Singapore,Cargo
2023-06-26 04:00:00,419000001,14.592962,75.192482,155,2023-06-26 04:00:00,Mumbai,Singapore,Cargo
2023-06-26 08:00:00,419000001,12.283165,71.58124,122,2023-06-26 08:00:00,Mumbai,Dubai,Cargo
2023-06-26 12:00:00,419000001,17.824066,77.902274,126,2023-06-26 12:00:00,Mumbai,Colombo,Cargo
2023-06-26 16:00:00,419000001,19.357958,74.866683,312,2023-06-26 16:00:00,Mumbai,Singapore,Cargo
2023-06-26 20:00:00,419000001,13.172949,79.226276,188,2023-06-26 20:00:00,Mumbai,Singapore,Cargo
2023-06-27 00:00:00,419000001,18.813305,76.41496,80,2023-06-27 00:00:00,Mumbai,Singapore,Cargo
2023-06-27 04:00:00,419000001,14.088839,73.495799,68,2023-06-27 04:00:00,Mumbai,Hong Kong,Cargo
2023-06-27 08:00:00,419000001,20.367626,71.482596,142,2023-06-27 08:00:00,Mumbai,Dubai,Cargo
2023-06-27 12:00:00,419000001,12.600714,77.867487,177,2023-06-27 12:00:00,Mumbai,Hong Kong,Cargo
2023-06-27 16:00:00,419000001,17.94342,76.776645,109,2023-06-27 16:00:00,Mumbai,Dubai,Cargo
2023-06-27 20:00:00,419000001,15.075574,73.274542,158,2023-06-27 20:00:00,Mumbai,Singapore,Cargo
2023-06-28 00:00:00,419000001,14.154889,78.609121,49,2023-06-28 00:00:00,Mumbai,Hong Kong,Cargo
2023-06-28 04:00:00,419000001,14.952717,78.986727,131,2023-06-28 04:00:00,Mumbai,Colombo,Cargo
2023-06-28 08:00:00,419000001,19.068515,70.969295,351,2023-06-28 08:00:00,Mumbai,Singapore,Cargo
2023-06-28 12:00:00,419000001,12.146276,77.847838,16,2023-06-28 12:00:00,Mumbai,Colombo,Cargo
2023-06-28 16:00:00,419000001,12.565695,76.126356,81,2023-06-28 16:00:00,Mumbai,Hong Kong,Cargo
2023-06-28 20:00:00,419000001,12.985601,74.10454,292,2023-06-28 20:00:00,Mumbai,Dubai,Cargo
2023-06-29 00:00:00,419000001,12.652433,71.646948,150,2023-06-29 00:00:00,Mumbai,Colombo,Cargo
2023-06-29 04:00:00,419000001,21.789199,72.496066,176,2023-06-29 04:00:00,Mumbai,Dubai,Cargo
2023-06-29 08:00:00,419000001,17.757024,71.361401,231,2023-06-29 08:00:00,Mumbai,Hong Kong,Cargo
2023-06-29 12:00:00,419000001,19.32117,75.932419,256,2023-06-29 12:00:00,Mumbai,Dubai,Cargo
2023-06-29 16:00:00,419000001,16.675231,70.376076,67,2023-06-29 16:00:00,Mumbai,Hong Kong,Cargo
2023-06-29 20:00:00,419000001,16.400897,75.161134,157,2023-06-29 20:00:00,Mumbai,Colombo,Cargo
2023-06-30 00:00:00,419000001,14.145837,79.195537,290,2023-06-30 00:00:00,Mumbai,Dubai,Cargo
2023-03-01 00:00:00,419000002,17.851477,75.500976,255,2023-03-01 00:00:00,Chennai,Singapore,Tanker
2023-03-01 04:00:00,419000002,12.294914,73.240291,99,2023-03-01 04:00:00,Chennai,Colombo,Tanker
2023-03-01 08:00:00,419000002,13.98319,75.06621,102,2023-03-01 08:00:00,Chennai,Dubai,Tanker
2023-03-01 12:00:00,419000002,19.155816,72.747009,138,2023-03-01 12:00:00,Chennai,Dubai,Tanker
2023-03-01 16:00:00,419000002,16.923249,76.551344,234,2023-03-01 16:00:00,Chennai,Hong Kong,Tanker
2023-03-01 20:00:00,419000002,12.14458,78.023065,113,2023-03-01 20:00:00,Chennai,Singapore,Tanker
2023-03-02 00:00:00,419000002,18.877128,74.757116,348,2023-03-02 00:00:00,Chennai,Singapore,Tanker
2023-03-02 04:00:00,419000002,15.715011,79.33385,213,2023-03-02 04:00:00,Chennai,Dubai,Tanker
2023-03-02 08:00:00,419000002,18.853642,74.649948,222,2023-03-02 08:00:00,Chennai,Hong Kong,Tanker
2023-03-02 12:00:00,419000002,13.655795,77.0065,181,2023-03-02 12:00:00,Chennai,Colombo,Tanker
2023-03-02 16:00:00,419000002,18.985429,78.891453,100,2023-03-02 16:00:00,Chennai,Dubai,Tanker
2023-03-02 20:00:00,419000002,12.149703,75.654467,324,2023-03-02 20:00:00,Chennai,Singapore,Tanker
2023-03-03 00:00:00,419000002,13.290008,77.887984,65,2023-03-03 00:00:00,Chennai,Singapore,Tanker
2023-03-03 04:00:00,419000002,14.225745,78.014554,27,2023-03-03 04:00:00,Chennai,Colombo,Tanker
2023-03-03 08:00:00,419000002,15.288455,76.904747,93,2023-03-03 08:00:00,Chennai,Colombo,Tanker
2023-03-03 12:00:00,419000002,17.686932,77.199104,318,2023-03-03 12:00:00,Chennai,Colombo,Tanker
2023-03-03 16:00:00,419000002,21.40515,70.665525,35,2023-03-03 16:00:00,Chennai,Colombo,Tanker
2023-03-03 20:00:00,419000002,16.755188,75.297923,293,2023-03-03 20:00:00,Chennai,Singapore,Tanker
2023-03-04 00:00:00,419000002,13.048916,70.51488,194,2023-03-04 00:00:00,Chennai,Dubai,Tanker
2023-03-04 04:00:00,419000002,15.852609,75.465663,272,2023-03-04 04:00:00,Chennai,Singapore,Tanker
2023-03-04 08:00:00,419000002,19.832731,70.903156,271,2023-03-04 08:00:00,Chennai,Singapore,Tanker
2023-03-04 12:00:00,419000002,18.457244,76.925068,65,2023-03-04 12:00:00,Chennai,Hong Kong,Tanker
2023-03-04 16:00:00,419000002,18.103064,75.619014,54,2023-03-04 16:00:00,Chennai,Dubai,Tanker
2023-03-04 20:00:00,419000002,17.436784,74.575586,340,2023-03-04 20:00:00,Chennai,Colombo,Tanker
2023-03-05 00:00:00,419000002,21.399781,79.549989,116,2023-03-05 00:00:00,Chennai,Dubai,Tanker
2023-03-05 04:00:00,419000002,12.897884,71.858766,302,2023-03-05 04:00:00,Chennai,Hong Kong,Tanker
2023-03-05 08:00:00,419000002,18.958413,78.563871,48,2023-03-05 08:00:00,Chennai,Singapore,Tanker
2023-03-05 12:00:00,419000002,15.439389,79.095769,250,2023-03-05 12:00:00,Chennai,Singapore,Tanker
2023-03-05 16:00:00,419000002,18.977298,78.608904,101,2023-03-05 16:00:00,Chennai,Dubai,Tanker
2023-03-05 20:00:00,419000002,21.256971,72.263353,126,2023-03-05 20:00:00,Chennai,Colombo,Tanker
2023-03-06 00:00:00,419000002,21.71438,73.327897,252,2023-03-06 00:00:00,Chennai,Colombo,Tanker
2023-03-06 04:00:00,419000002,16.657105,70.225147,114,2023-03-06 04:00:00,Chennai,Dubai,Tanker
2023-03-06 08:00:00,419000002,16.287473,75.712701,345,2023-03-06 08:00:00,Chennai,Hong Kong,Tanker
2023-03-06 12:00:00,419000002,15.405397,76.830438,206,2023-03-06 12:00:00,Chennai,Colombo,Tanker
2023-03-06 16:00:00,419000002,14.394857,74.225568,109,2023-03-06 16:00:00,Chennai,Singapore,Tanker
2023-03-06 20:00:00,419000002,15.024723,76.983317,30,2023-03-06 20:00:00,Chennai,Singapore,Tanker
2023-03-07 00:00:00,419000002,13.809265,73.414686,136,2023-03-07 00:00:00,Chennai,Hong Kong,Tanker
2023-03-07 04:00:00,419000002,18.707751,75.981205,358,2023-03-07 04:00:00,Chennai,Colombo,Tanker
2023-03-07 08:00:00,419000002,14.66188,73.569277,203,2023-03-07 08:00:00,Chennai,Singapore,Tanker
2023-03-07 12:00:00,419000002,12.303819,72.465029,30,2023-03-07 12:00:00,Chennai,Colombo,Tanker
2023-03-07 16:00:00,419000002,18.558595,72.32184,245,2023-03-07 16:00:00,Chennai,Hong Kong,Tanker
2023-03-07 20:00:00,419000002,16.948231,76.998692,189,2023-03-07 20:00:00,Chennai,Hong Kong,Tanker
2023-03-08 00:00:00,419000002,13.14944,72.285316,66,2023-03-08 00:00:00,Chennai,Singapore,Tanker
2023-03-08 04:00:00,419000002,13.889676,70.609902,13,2023-03-08 04:00:00,Chennai,Dubai,Tanker
2023-03-08 08:00:00,419000002,16.558561,75.932187,237,2023-03-08 08:00:00,Chennai,Colombo,Tanker
2023-03-08 12:00:00,419000002,14.726094,78.281026,52,2023-03-08 12:00:00,Chennai,Hong Kong,Tanker
2023-03-08 16:00:00,419000002,13.569279,77.955362,2,2023-03-08 16:00:00,Chennai,Hong Kong,Tanker
2023-03-08 20:00:00,419000002,19.822122,72.80966,161,2023-03-08 20:00:00,Chennai,Colombo,Tanker
2023-03-09 00:00:00,419000002,16.329227,73.561713,246,2023-03-09 00:00:00,Chennai,Dubai,Tanker
2023-03-09 04:00:00,419000002,20.342794,79.044864,196,2023-03-09 04:00:00,Chennai,Dubai,Tanker
2023-03-09 08:00:00,419000002,18.646586,73.974199,143,2023-03-09 08:00:00,Chennai,Hong Kong,Tanker
2023-03-09 12:00:00,419000002,20.114242,72.332287,242,2023-03-09 12:00:00,Chennai,Dubai,Tanker
2023-03-09 16:00:00,419000002,18.164407,77.790764,325,2023-03-09 16:00:00,Chennai,Hong Kong,Tanker
2023-03-09 20:00:00,419000002,14.984827,72.92302,294,2023-03-09 20:00:00,Chennai,Singapore,Tanker
2023-03-10 00:00:00,419000002,15.659281,73.024953,26,2023-03-10 00:00:00,Chennai,Colombo,Tanker
2023-03-10 04:00:00,419000002,21.569535,70.021578,270,2023-03-10 04:00:00,Chennai,Singapore,Tanker
2023-03-10 08:00:00,419000002,14.897665,77.71321,168,2023-03-10 08:00:00,Chennai,Colombo,Tanker
2023-03-10 12:00:00,419000002,14.32954,79.485415,351,2023-03-10 12:00:00,Chennai,Dubai,Tanker
2023-03-10 16:00:00,419000002,17.377712,73.989093,106,2023-03-10 16:00:00,Chennai,Colombo,Tanker
2023-03-10 20:00:00,419000002,15.795216,71.862964,73,2023-03-10 20:00:00,Chennai,Dubai,Tanker
2023-03-11 00:00:00,419000002,18.966151,73.271457,87,2023-03-11 00:00:00,Chennai,Colombo,Tanker
2023-03-11 04:00:00,419000002,15.802688,78.975637,96,2023-03-11 04:00:00,Chennai,Colombo,Tanker
2023-03-11 08:00:00,419000002,14.854693,78.303469,278,2023-03-11 08:00:00,Chennai,Hong Kong,Tanker
2023-03-11 12:00:00,419000002,20.031418,73.974271,163,2023-03-11 12:00:00,Chennai,Dubai,Tanker
2023-03-11 16:00:00,419000002,16.908025,75.918089,11,2023-03-11 16:00:00,Chennai,Singapore,Tanker
